csv_row,isbn13,label,source,status,fields_found,fields_total,missing_fields,covers_written,reviews_written,genres_written,blurb_chars,warnings,book_url,error,out_dir
2027,9780449001158,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2028,9780380633395,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2029,9780451625670,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2030,9780140255362,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2031,9780754809616,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2032,9780848821371,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2033,9780099175629,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2034,9780913923320,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2035,9781580540407,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2036,9781879181861,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2037,9780881846485,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2038,9781586636111,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2039,9781879181762,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2040,9781892062130,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2041,9780932813862,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2042,9780060194758,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2043,9780952614760,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2044,9781591430049,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2045,9781901447156,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2046,9780500051061,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2047,9780486280226,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2048,9781931412933,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2049,9780440236252,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2050,9780913923313,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2051,9780922729777,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2052,9780192835895,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2053,9780380758906,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2054,9780380895854,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2055,9780679722977,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2056,9781558506138,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2057,9780060931841,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2058,9780916896676,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2059,9781931499217,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2060,9780964639164,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2061,9781931499255,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2062,9781855856318,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2063,9781931499118,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2064,9780312263461,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2065,9780952614715,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2066,9780517336458,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2067,9781564144065,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2068,9780070518940,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2069,9780375811562,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2070,9780307105042,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2071,9780517250235,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2072,9780517288634,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2073,9780517263075,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2074,9780517250426,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2075,9780517288580,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2076,9780517260005,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2077,9780517263037,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2078,9780517250228,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2079,9780517250150,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2080,9780517288719,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2081,9780517250204,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2082,9780904681352,,amazon,skipped,0,0,,0,0,0,0,1,,,data
